Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,Walton County,1305390,2015,Allegations - basis of race color or national origin,3.00,,,,,,,,,,,
GA,Walton County,1305390,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Walton County,1305390,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,2.00,2.00,8.00,13.00,5.00,30.00,8.00,0.00,0.00
GA,Walton County,1305390,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00
GA,Walton County,1305390,2015,Total enrollment,,45.00,238.00,25.00,849.00,3148.00,9256.00,420.00,13981.00,1339.00,288.00,319.00
GA,Troup County,1300001,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Troup County,1300001,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Troup County,1300001,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Troup County,1300001,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Troup County,1300001,2015,Total enrollment,,28.00,286.00,24.00,661.00,5239.00,5740.00,523.00,12501.00,1085.00,180.00,425.00
GA,Clarke County,1301170,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Clarke County,1301170,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Clarke County,1301170,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Clarke County,1301170,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Clarke County,1301170,2015,Total enrollment,,24.00,288.00,14.00,3074.00,6535.00,2700.00,508.00,13143.00,1981.00,246.00,1711.00
GA,Laurens County,1301890,2015,Allegations - basis of race color or national origin,6.00,,,,,,,,,,,
GA,Laurens County,1301890,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Laurens County,1301890,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00
GA,Laurens County,1301890,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,6.00,0.00,0.00,6.00,0.00,0.00,0.00
GA,Laurens County,1301890,2015,Total enrollment,,16.00,57.00,10.00,224.00,1838.00,4277.00,125.00,6547.00,583.00,165.00,58.00
GA,Crisp County,1301560,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Crisp County,1301560,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Crisp County,1301560,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Crisp County,1301560,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Crisp County,1301560,2015,Total enrollment,,6.00,71.00,0.00,176.00,2429.00,1436.00,98.00,4216.00,550.00,56.00,91.00
GA,Polk School District,1304200,2015,Allegations - basis of race color or national origin,32.00,,,,,,,,,,,
GA,Polk School District,1304200,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Polk School District,1304200,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Polk School District,1304200,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,4.00,2.00,0.00,0.00,6.00,2.00,0.00,0.00
GA,Polk School District,1304200,2015,Total enrollment,,23.00,46.00,2.00,1583.00,1079.00,4619.00,360.00,7712.00,1108.00,115.00,543.00
GA,Echols County,1301950,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Echols County,1301950,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Echols County,1301950,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Echols County,1301950,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Echols County,1301950,2015,Total enrollment,,14.00,2.00,0.00,374.00,20.00,410.00,15.00,835.00,64.00,0.00,170.00
GA,State Charter Schools- Odyssey School,1300023,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Odyssey School,1300023,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Odyssey School,1300023,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Odyssey School,1300023,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Odyssey School,1300023,2015,Total enrollment,,0.00,13.00,0.00,49.00,88.00,199.00,25.00,374.00,68.00,25.00,13.00
GA,Towns County,1305070,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Towns County,1305070,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Towns County,1305070,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Towns County,1305070,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Towns County,1305070,2015,Total enrollment,,4.00,6.00,0.00,42.00,6.00,963.00,10.00,1031.00,129.00,45.00,19.00
GA,Muscogee County,1303870,2015,Allegations - basis of race color or national origin,16.00,,,,,,,,,,,
GA,Muscogee County,1303870,2015,Allegations - basis of religion,2.00,,,,,,,,,,,
GA,Muscogee County,1303870,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,10.00,8.00,2.00,20.00,4.00,0.00,0.00
GA,Muscogee County,1303870,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,2.00,0.00,6.00,14.00,2.00,2.00,26.00,4.00,0.00,0.00
GA,Muscogee County,1303870,2015,Total enrollment,,85.00,797.00,96.00,2664.00,19059.00,8448.00,1575.00,32724.00,4237.00,763.00,1054.00
GA,Elbert County Schools,1302010,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,Elbert County Schools,1302010,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Elbert County Schools,1302010,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Elbert County Schools,1302010,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Elbert County Schools,1302010,2015,Total enrollment,,6.00,28.00,0.00,275.00,1116.00,1566.00,88.00,3079.00,314.00,128.00,130.00
GA,Talbot County,1304650,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Talbot County,1304650,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Talbot County,1304650,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Talbot County,1304650,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Talbot County,1304650,2015,Total enrollment,,0.00,0.00,0.00,0.00,472.00,43.00,0.00,515.00,62.00,0.00,0.00
GA,Appling County,1300060,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Appling County,1300060,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Appling County,1300060,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Appling County,1300060,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Appling County,1300060,2015,Total enrollment,,4.00,19.00,2.00,546.00,780.00,2139.00,120.00,3610.00,492.00,51.00,267.00
GA,Terrell County,1304860,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Terrell County,1304860,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Terrell County,1304860,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Terrell County,1304860,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Terrell County,1304860,2015,Total enrollment,,0.00,13.00,2.00,25.00,1342.00,76.00,2.00,1460.00,197.00,0.00,10.00
GA,Schley County,1304470,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Schley County,1304470,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Schley County,1304470,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Schley County,1304470,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Schley County,1304470,2015,Total enrollment,,2.00,17.00,0.00,53.00,218.00,1031.00,17.00,1338.00,139.00,11.00,4.00
GA,Cook County,1301470,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Cook County,1301470,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Cook County,1301470,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Cook County,1301470,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Cook County,1301470,2015,Total enrollment,,8.00,43.00,2.00,298.00,1078.00,1774.00,100.00,3303.00,398.00,40.00,124.00
GA,Oconee County,1303960,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Oconee County,1303960,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Oconee County,1303960,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Oconee County,1303960,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Oconee County,1303960,2015,Total enrollment,,10.00,373.00,12.00,528.00,335.00,5816.00,226.00,7300.00,819.00,27.00,258.00
GA,Rabun County,1304320,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Rabun County,1304320,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Rabun County,1304320,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Rabun County,1304320,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Rabun County,1304320,2015,Total enrollment,,13.00,6.00,0.00,388.00,18.00,1816.00,41.00,2282.00,281.00,49.00,142.00
GA,Cobb County,1301290,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Cobb County,1301290,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Cobb County,1301290,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Cobb County,1301290,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Cobb County,1301290,2015,Total enrollment,,279.00,5922.00,124.00,22938.00,35442.00,43860.00,4143.00,112708.00,14396.00,1792.00,10266.00
GA,Cartersville City,1300900,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Cartersville City,1300900,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Cartersville City,1300900,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Cartersville City,1300900,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Cartersville City,1300900,2015,Total enrollment,,4.00,64.00,8.00,818.00,995.00,2213.00,206.00,4308.00,404.00,147.00,408.00
GA,Chattooga County,1301080,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Chattooga County,1301080,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Chattooga County,1301080,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Chattooga County,1301080,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Chattooga County,1301080,2015,Total enrollment,,8.00,10.00,2.00,182.00,238.00,2302.00,167.00,2909.00,496.00,79.00,65.00
GA,Mitchell County,1303690,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Mitchell County,1303690,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Mitchell County,1303690,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Mitchell County,1303690,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Mitchell County,1303690,2015,Total enrollment,,0.00,21.00,6.00,179.00,1436.00,755.00,31.00,2428.00,262.00,16.00,47.00
GA,Dublin City,1301870,2015,Allegations - basis of race color or national origin,3.00,,,,,,,,,,,
GA,Dublin City,1301870,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Dublin City,1301870,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00
GA,Dublin City,1301870,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,6.00,0.00,0.00,6.00,2.00,0.00,0.00
GA,Dublin City,1301870,2015,Total enrollment,,0.00,29.00,0.00,53.00,2272.00,150.00,64.00,2568.00,281.00,32.00,15.00
GA,State Charter Schools- Scintilla Charter Academy,1300236,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Scintilla Charter Academy,1300236,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Scintilla Charter Academy,1300236,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Scintilla Charter Academy,1300236,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Scintilla Charter Academy,1300236,2015,Total enrollment,,4.00,4.00,2.00,7.00,184.00,178.00,19.00,398.00,47.00,0.00,4.00
GA,Pike County,1304170,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Pike County,1304170,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Pike County,1304170,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00
GA,Pike County,1304170,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00
GA,Pike County,1304170,2015,Total enrollment,,2.00,14.00,4.00,40.00,253.00,2998.00,91.00,3402.00,314.00,88.00,12.00
GA,Chickamauga City,1301140,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Chickamauga City,1301140,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Chickamauga City,1301140,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Chickamauga City,1301140,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Chickamauga City,1301140,2015,Total enrollment,,0.00,8.00,0.00,16.00,0.00,1311.00,18.00,1353.00,75.00,27.00,6.00
GA,Calhoun County,1300750,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Calhoun County,1300750,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Calhoun County,1300750,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Calhoun County,1300750,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Calhoun County,1300750,2015,Total enrollment,,0.00,0.00,0.00,16.00,624.00,8.00,0.00,648.00,69.00,4.00,10.00
GA,Montgomery County,1303750,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Montgomery County,1303750,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Montgomery County,1303750,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Montgomery County,1303750,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Montgomery County,1303750,2015,Total enrollment,,6.00,12.00,4.00,163.00,496.00,703.00,35.00,1419.00,121.00,31.00,35.00
GA,Commission Charter Schools- CCAT School,1300005,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Commission Charter Schools- CCAT School,1300005,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Commission Charter Schools- CCAT School,1300005,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Commission Charter Schools- CCAT School,1300005,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Commission Charter Schools- CCAT School,1300005,2015,Total enrollment,,0.00,2.00,0.00,2.00,34.00,118.00,2.00,158.00,23.00,4.00,0.00
GA,Early County,1301920,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Early County,1301920,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Early County,1301920,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Early County,1301920,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Early County,1301920,2015,Total enrollment,,4.00,12.00,0.00,48.00,1543.00,619.00,82.00,2308.00,358.00,38.00,10.00
GA,Dade County,1301590,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Dade County,1301590,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Dade County,1301590,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Dade County,1301590,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Dade County,1301590,2015,Total enrollment,,10.00,13.00,0.00,40.00,21.00,2038.00,38.00,2160.00,404.00,31.00,6.00
GA,Pulaski County,1304220,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Pulaski County,1304220,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Pulaski County,1304220,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Pulaski County,1304220,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Pulaski County,1304220,2015,Total enrollment,,2.00,16.00,4.00,105.00,632.00,752.00,40.00,1551.00,208.00,11.00,49.00
GA,Murray County,1303840,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Murray County,1303840,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Murray County,1303840,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Murray County,1303840,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Murray County,1303840,2015,Total enrollment,,27.00,29.00,2.00,1863.00,33.00,5976.00,91.00,8021.00,758.00,172.00,1001.00
GA,Stephens County Schools,1304560,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Stephens County Schools,1304560,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Stephens County Schools,1304560,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Stephens County Schools,1304560,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Stephens County Schools,1304560,2015,Total enrollment,,6.00,39.00,6.00,168.00,528.00,3090.00,279.00,4116.00,558.00,127.00,60.00
GA,Clay County,1301200,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Clay County,1301200,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Clay County,1301200,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Clay County,1301200,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Clay County,1301200,2015,Total enrollment,,4.00,0.00,0.00,0.00,255.00,9.00,4.00,272.00,36.00,2.00,0.00
GA,McIntosh County,1303600,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,McIntosh County,1303600,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,McIntosh County,1303600,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,McIntosh County,1303600,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,McIntosh County,1303600,2015,Total enrollment,,4.00,10.00,2.00,34.00,613.00,766.00,55.00,1484.00,176.00,0.00,9.00
GA,Paulding County,1304020,2015,Allegations - basis of race color or national origin,8.00,,,,,,,,,,,
GA,Paulding County,1304020,2015,Allegations - basis of religion,3.00,,,,,,,,,,,
GA,Paulding County,1304020,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,4.00,0.00,6.00,0.00,0.00,0.00
GA,Paulding County,1304020,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,6.00,4.00,0.00,0.00,10.00,0.00,0.00,2.00
GA,Paulding County,1304020,2015,Total enrollment,,90.00,255.00,55.00,2364.00,6243.00,18414.00,1263.00,28684.00,3654.00,170.00,607.00
GA,Jefferson County,1303060,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Jefferson County,1303060,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Jefferson County,1303060,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jefferson County,1303060,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jefferson County,1303060,2015,Total enrollment,,8.00,26.00,4.00,120.00,1866.00,684.00,55.00,2763.00,336.00,240.00,44.00
GA,Macon County,1303450,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Macon County,1303450,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Macon County,1303450,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Macon County,1303450,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Macon County,1303450,2015,Total enrollment,,4.00,19.00,0.00,129.00,1239.00,111.00,21.00,1523.00,168.00,2.00,45.00
GA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Utopian Academy for the Arts Charter,1300233,2015,Total enrollment,,0.00,4.00,0.00,4.00,220.00,2.00,4.00,234.00,17.00,0.00,0.00

